DATE,Daily_Mean_PM,Daily_AQI_Value,AQI_Targeted_Value_LAG_1
17-10-2023,0.048333333,44.66666667,50
18-10-2023,0.053333333,50,41
19-10-2023,0.044333333,41,40
20-10-2023,0.043333333,40,42.66666667
21-10-2023,0.046,42.66666667,34.33333333
22-10-2023,0.037333333,34.33333333,23.66666667
23-10-2023,0.025666667,23.66666667,25.66666667
24-10-2023,0.027666667,25.66666667,27.66666667
25-10-2023,0.029666667,27.66666667,28
26-10-2023,0.030333333,28,22
27-10-2023,0.024,22,4.666666667
28-10-2023,0.004666667,4.666666667,20.33333333
29-10-2023,0.022333333,20.33333333,28.33333333
30-10-2023,0.030666667,28.33333333,34
31-10-2023,0.037,34,27
01-11-2023,0.029333333,27,36.33333333
02-11-2023,0.039333333,36.33333333,43
03-11-2023,0.0465,43,35.66666667
04-11-2023,0.038666667,35.66666667,35
05-11-2023,0.038,35,34.66666667
06-11-2023,0.037333333,34.66666667,35.66666667
07-11-2023,0.038666667,35.66666667,33
08-11-2023,0.035666667,33,16.66666667
09-11-2023,0.017666667,16.66666667,25.66666667
10-11-2023,0.027666667,25.66666667,31.66666667
11-11-2023,0.034666667,31.66666667,28
12-11-2023,0.03,28,29.33333333
13-11-2023,0.031333333,29.33333333,28.33333333
14-11-2023,0.030333333,28.33333333,38
15-11-2023,0.041,38,16
16-11-2023,0.017333333,16,17
